1.6509717	0.18480882	-0.06297139
1.463218	0.47283357	-0.41394567
1.3572094	0.83716094	-0.5218293
1.3608675	0.49430713	-0.6308381
1.1904774	0.58824855	-0.26901913
1.3216105	0.21780524	-0.19876741
1.3750639	0.10587382	-0.3144358
1.6245606	-0.0542216	0.14446537
1.485281	0.25293222	-0.27135286
1.6417563	-0.2557605	-0.3022251
1.7949363	0.4162552	-0.61500627
0.964535	0.63501227	-0.61577064
1.7917277	-0.16916466	-0.108799934
1.0145538	0.35374284	-0.30547667
1.2959862	0.20249349	0.0444178
1.6582663	0.5851666	-0.70386237
1.1819651	0.8046003	-1.017391
1.3533764	0.6075944	-0.27538186
0.84750533	0.38236418	-0.34927318
1.418719	0.5712532	0.05369219
1.100446	0.99356496	0.14108719
1.522023	0.70093477	-0.09098412
1.2673049	1.1642284	0.03368093
1.1809378	1.0883479	-0.45146108
1.0851071	1.8029509	-0.21298589
-1.5060902	1.7874224	0.05310449
1.378052	0.085708976	-0.58407396
1.8089792	0.22136468	-0.463777
1.2435203	0.6601949	-0.21666184
1.6755638	0.42488116	-0.5606262
1.728385	-0.20435989	-0.58216965
1.4643624	0.4124691	-0.24154657
1.1406524	0.50585103	-0.4859457
1.5931289	0.13290372	-0.3568946
1.6109941	-0.105329454	0.51651114
1.1351514	-0.050750136	0.79774076
1.5820899	-0.05534047	0.15689383
1.1228044	0.7583249	0.5145433
1.3763721	0.3560434	0.6622539
1.119658	1.4360702	0.12075296
1.1450574	1.9164431	-0.05423082
-0.7796073	1.8557637	0.39370477
1.5169408	-0.3763829	0.90357226
1.7079699	0.12954855	-0.11801818
1.2276869	0.55706376	0.46591097
1.2735524	-0.27726758	0.081780836
1.799638	0.01571533	0.13550907
1.6383741	0.24656615	0.42913407
1.5899286	0.054632008	0.5086725
1.2953618	0.17861894	-0.36875337
1.4791014	0.086487114	-0.6100472
0.9184468	-0.18142974	-0.24187434
1.4884131	0.16301566	-0.41325718
0.73223186	0.43326905	-0.513928
1.0229037	-0.25847012	-0.1022869
1.1308441	0.04254225	0.9858479
1.590641	0.20494531	0.95591646
1.4129791	-0.103485286	0.6568629
1.7736439	0.034895003	0.31306118
1.6252997	0.38748926	-0.4363655
1.6716683	0.005534947	-0.33527267
1.5057247	0.75080055	-0.22093967
1.1757815	0.1306166	-0.035177164
1.5085914	0.5603836	-0.4129076
1.4949942	-0.45114523	0.67067033
1.1757941	1.2442014	1.0494971
1.3649294	0.10486966	0.46509886
1.4671507	0.16129234	0.25938588
1.520793	0.12581497	0.20021872
1.2195456	0.31247085	-0.27823746
1.2479806	-0.014159232	-0.52448124
1.3595321	0.66217524	-0.4502077
1.6773689	0.78197783	-0.6413882
1.9940565	0.092409015	0.700595
0.98429585	-0.5405341	0.4913336
1.3494668	0.34790567	0.95611924
1.5695615	0.18152818	-0.6649009
1.3752079	0.32704037	0.20767815
