Страница,Вакансия,Работодатель,Зарплата_сырая,Зарплата_мин,Зарплата_макс,Валюта,До_НДФЛ,Опыт_работы,Город,Ссылка,Описание
0,Senior ML-инженер,ООО Верме,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/136944040?query=ML&hhtmFrom=vacancy_search_list,"Чем нужно будет заниматься: Цель: Построение прогнозных моделей спроса/предложения, моделей эластичности, оптимизация цены с использованием ML . Ключевые задачи: - Построение прогнозных моделей спроса и предложения - Разработка моделей эластичности и оптимальной цены - Проведение казуальных экспериментов для оценки ценовых изменений. - Создание дашбордов для мониторинга ценовых эффектов. У тебя точно всё получится, если есть: Опыт: 2+ года в прогнозировании временных рядов (ARIMA, Prophet, LSTM) или causal inference. Опыт в Динамическое ценообразование / revenue management. Hard skills: Python, SQL, знание библиотек (Prophet, statsmodels, scikit-learn). Опыт с экономическими метриками. Soft skills: способность коммуницировать сложные модели бизнесу. ​​​​​"
0,Старший ML инженер,Альфа-Банк. Центральный офис,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/136354846?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,ML - инженер (Creator),Сбер. IT,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Санкт-Петербург,https://omsk.hh.ru/vacancy/137362866?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,"Senior ML Engineer ""Search""",Okko,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/135325217?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,Senior ML Engineer (Uplift),Okko,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/135325272?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,ML-разработчик,ООО Система Геткурс,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/137123884?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,ML-инженер (Senior),Дром,"от360 000₽за месяц, на рукиОпыт более 6 летМожно удалённоВыплаты: Два раза в месяц",6.0,360000.0,₽,False,Опыт более 6 лет,Новосибирск,https://omsk.hh.ru/vacancy/137346086?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,ML-инженер,EvoAI,"до250 000₽за месяц, до вычета налоговОпыт 3-6 летМожно удалённо",,,₽,True,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/136555508?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,Lead ML Engineer (RecSys),Сбер. IT,Опыт более 6 лет,6.0,,,,Опыт более 6 лет,Москва,https://omsk.hh.ru/vacancy/137362085?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,ML разработчик,СберМаркетинг,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,"Москва, р-н Хорошёвский",https://omsk.hh.ru/vacancy/137310835?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,ML-инженер,ЛАНИТ. Департамент корпоративных систем,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/137311944?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,ML-инженер,Эн+,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Иркутск,https://omsk.hh.ru/vacancy/137305807?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,Системный аналитик (ML-платформа),"ПАО Банк ПСБ, Бизнес и инфраструктура",Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/134071816?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,ML Engineer / Python Developer,Сбер. Data Science,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,Москва,https://omsk.hh.ru/vacancy/137359294?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,Data Scientist (Product ML),Частная компания Citix Ltd.,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,"Алматы, микрорайон Горный Гигант, Жаркентская улица, 3",https://omsk.hh.ru/vacancy/137357894?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,"ML Tech Lead (ML/LLM, AI-агенты для MedTech)",Лучи,Опыт более 6 летМожно удалённо,6.0,,,,Опыт более 6 лет,Москва,https://omsk.hh.ru/vacancy/135703039?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,Сеньор ML/DS Инженер,ROSSKO,"от300 000₽за месяц, на рукиОпыт 3-6 летМожно удалённоВыплаты: Два раза в месяц",,,₽,False,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/136716836?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,ML специалист,ТОО My Startups,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Алматы,https://omsk.hh.ru/vacancy/136336004?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,ML Инженер / Инженер по машинному обучению,ООО Ред Софт,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Санкт-Петербург,https://omsk.hh.ru/vacancy/137394023?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,"Старший математик-разработчик, Базовые ML Модели",Ozon Tech,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/136375417?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,ML- аналитик,ПАО Совкомбанк. ИТ,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,Казань,https://omsk.hh.ru/vacancy/132766519?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,Senior ML Engineer в команду Новостройки,Циан,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/135317937?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,ML/NLP Engineer,ООО Аналитические программные решения,"150 000–250 000₽за месяц, на рукиОпыт 1-3 года",,,₽,False,Опыт 1-3 года,Москва,https://omsk.hh.ru/vacancy/137335170?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,Machine Learning Engineer/Data Scientist (ML/DS),Team.Inno / Фабрика инноваций и решений,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,Минск,https://omsk.hh.ru/vacancy/135324536?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,ML-инженер (LLM),АО ЭДС,"от400 000₽за месяц, на рукиОпыт более 6 летВыплаты: Два раза в месяц",6.0,400000.0,₽,False,Опыт более 6 лет,"Ижевск, р-н Индустриальный",https://omsk.hh.ru/vacancy/137319331?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,ML-инженер (Python · PyTorch · fine-tuning ),ООО Урал Логистика,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,"Москва, р-н Пресненский",https://omsk.hh.ru/vacancy/137151646?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,Senior ML Engineer,ООО BELLISSIMO PIZZA INTERNATIONAL,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,"Ташкент, улица Мудофаачилар, 66/1",https://omsk.hh.ru/vacancy/137190364?query=ML&hhtmFrom=vacancy_search_list,Не указано
0,Lead Go Engineer (AI/ML integration and configuration),Valletta.Software,"4 200–4 500$за месяц, до вычета налоговОпыт более 6 летМожно удалённоВыплаты: Раз в месяц",,,$,True,Опыт более 6 лет,Мальта,https://omsk.hh.ru/vacancy/136956846?query=ML&hhtmFrom=vacancy_search_list,Не указано
1,ML-инженер,Т-Банк. ИТ. Разработка,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,"Томск, р-н Кировский",https://omsk.hh.ru/vacancy/136292276?query=ML&hhtmFrom=vacancy_search_list,"Мы создаем и применяем AI-технологии для развития финансовой экосистемы Т-Банка, внедряем машинное обучение в продукты и внутренние процессы компании, делаем решения качественнее, безопаснее и удобнее для пользователей, вкладываемся в долгосрочные исследования. Сейчас мы в поисках ML -инженеров, которые привнесут экспертизу и свой вклад в развитие Центра технологий искусственного интеллекта. Наши технологии Диалоговые системы . Обучаем финансового ассистента поддерживать разговор и отвечать на запросы пользователей в чате с поддержкой Компьютерное зрение . Делаем безопасную авторизацию по лицу, оживляем фотографии для реалистичной анимации, распознаем документы и многое другое Рекомендательные системы . Учимся предугадывать желания пользователей, чтобы предлагать им именно то, что нужно Речевые технологии . Автоматизируем голосовое общение между бизнесом и клиентами ML -антифрод . С помощью алгоритмов оберегаем пользователей от мошенников, оперативно замечая подозрительные действия в личном кабинете Предиктивные технологии . Прогнозируем будущее клиентов, чтобы помогать им контролировать финансы. Почему Т-Банк? Делаем жизнь миллионов людей лучше — ассистент Олег, социальная сеть Пульс, персонализированная lifestyle экосистема, предиктивные интерфейсы для finance management Даем возможность как закинуть наработки в прод на миллионы пользователей, так и делать исследования в своей области Развиваем и делимся опытом по всем областям ML : CV, NLP, RecSys, Speech и Time Series. Проводим внутреннием семинары, обсуждаем последние новости AI Есть выстроенные процессы и инфраструктура Т-Банка, но с отсутствием бюрократии больших организаций Фокус внутри компании на разработке в области искусственного интеллекта Есть лаборатория на Физтехе, с которой можно и нужно делать коллаборации Мало легаси и большой impact каждого разработчика Обязанности: Изучение научных статей, генерирование гипотез, постановка экспериментов на их основе и донесение результатов до команды Улучшение качества моделей в различных сценариях Ускорение работы моделей с применением современных методов оптимизации и архитектур Написание воспроизводимого кода, оформление экспериментов в воспроизводимые пайплайны, включающие разметку и обработку данных, обучение моделей и валидацию системы в целом Требования: Опыт разработки моделей машинного обучения с использованием современных DL фреймворков (Tensorflow, Pytorch, Keras, etc) и применения их в продакшене Глубокое понимание принципов работы современных алгоритмов машинного обучения Высокий уровень знания Python Умение декомпозировать задачу в переиспользуемые и тестируемые библиотеки и компоненты Хорошая теоретическая подготовка в областях математики, алгоритмов и структур данных, прикладной статистики Умение самостоятельно изучать научные статьи на английском языке и желание ставить эксперименты на их основе Практические знания Linux, Git, Bash, Docker Мы предлагаем: Оплату участия в топ AI конференциях 2-3 раза в год Работу в офисе. График работы — гибридный Платформу обучения и развития Т-Банк Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким Компенсацию такси и 50% затрат на спорт от стоимости абонемента Компенсацию обедов. А если захотите перекусить, есть кухня с чаем, кофе и фруктами Достойную зарплату — обсудим ее на собеседовании Возможность работы в аккредитованной ИТ-компании"
1,Руководитель направления развития AI/ML,ПАО Ростелеком,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,Москва,https://omsk.hh.ru/vacancy/137173594?query=ML&hhtmFrom=vacancy_search_list,"Чем предстоит заниматься: Инициация разработки ИИ-инструментов совместно с блоком ИТ, формирование требований к ИТ-решениям; Контроль реализации задач в части реализации требуемой функциональности; Сбор, обработка, анализ и верификация бизнес-инициатив ( ML , NLP, чат-бот, Генеративный ИИ, Цифровые двойники, Системы принятия решений и т.д.); Детальная проработка инициативы ИИ, проведение технической оценки; Управление ИИ проектами, ведение, реализация, постоянное продвижение технических задач и инициатив; Разработка дорожной карты, определение ключевых метрик и показателей успеха, расчёт и анализ эффектов от внедрений; Организация работы кросс-функциональных команд для реализации проектов в установленные сроки (Бизнес-заказчик, команды Data Science, развития ИС, системного анализа и т.д.). Что мы ждём от Вас: Уверенное владение Python; Понимание основных принципов машинного обучения: обучение моделей, валидация, переобучение, оценка качества; Базовое понимание работы автоматизированных скриптов/пайплайнов и планировщика задач; Опыт работы с Git; Способность самостоятельно разобраться в постановке бизнес-задачи и требованиях к результату; Способность оценить качество ML -решения и понимать, какие метрики подходят для конкретной задачи; Готовность взаимодействовать с бизнес-заказчиками и PM со стороны ИТ; Базовые навыки ведения и контроля проекта. Что мы предлагаем: Работа в Ростелекоме — это официальное оформление и широкий соцпакет, а ещё уникальная среда и комфортная атмосфера для роста в команде профессионалов; Конкурентный и прозрачный совокупный доход: оклад + годовой бонус. Детали обсудим на собеседовании; Пятидневная рабочая неделя с 9.00 до 18:00; Офис, где есть всё необходимое для продуктивной и комфортной работы; Профессиональный рост: реальная возможность получить повышение или горизонтальную ротацию в первый год благодаря опытным коллегам, наставникам и бесплатным консультациям с менторами и карьерными консультантами; Бесплатное обучение: профильные курсы и конференции за счет компании, корпоративный онлайн-университет, электронные библиотеки, митапы и вебинары; Медстраховка после испытательного срока, жилищная и пенсионная программы, дополнительные выплаты (к отпуску, вступлению в брак, рождению ребенка); Насыщенная жизнь внутри компании: спортивные события и турниры, лидерские программы, киберспорт, конкурсы и яркие праздники, волонтерство и благотворительность; Скидки на услуги Ростелекома, выгодные предложения от партнеров: рестораны и магазины, фитнес-центры, банки, отели и базы отдыха."
1,Ведущий разработчик рекомендательной системы / ML-Engineer (Senior),Selecty,"до400 000₽за месяц,на рукиОпыт более 6 летМожно удалённоВыплаты: Два раза в месяц",6.0,400000.0,₽,False,Опыт более 6 лет,Москва,https://omsk.hh.ru/vacancy/137364179?query=ML&hhtmFrom=vacancy_search_list,"Описание вакансии Мы ищем ML-инженера в команду рекомендательных систем в штат крупной компании. Чем предстоит заниматься Поддерживать и улучшать существующие рекомендательные решения Предлагать гипотезы по оптимизации пайплайнов обучения моделей и добавлению новых признаков Решать задачи, возникающие по мере развития продукта Прототипировать новые подходы на dev-сервере с GPU Оценивать метрики качества прототипов Превращать прототипы в production-ready решения и выводить их на A/B-тестирование Что мы ждём 5+ года опыта на позиции DS / MLE/SWE Опыт в домене рекомендаций Знание алгоритмов, структур данных и прикладной статистики Умение самостоятельно решать задачи и контролировать результат Опыт командной разработки Уверенное владение python3, sql, git, bash, docker, spark Опыт работы с базами данных: clickhouse, redis, s3, postgres Опыт в DL Условия Официальное трудоустройство — мы аккредитованная IT-компания (в Москве) Удаленный формат работы Современная рабочая техника, дополнительный монитор и всё необходимое для комфортной работы ДМС со стамотологией Сильная команда"
1,Python-разработчик (ML/LLM),ООО Эвотор,Опыт более 6 летМожно удалённо,6.0,,,,Опыт более 6 лет,Москва,https://omsk.hh.ru/vacancy/136125910?query=ML&hhtmFrom=vacancy_search_list,"Кто мы: Эвотор — это ведущая российская ИТ-компания, которая с 2016 года создает технологии для малого, среднего и крупного бизнеса. Мы не только производим кассовое оборудование, но и строим целую экосистему, которая помогает предпринимателям управлять своим делом проще и эффективнее. Мы начинали как пионеры в цифровизации кассового обслуживания, представив рынку первую в России «умную» онлайн-кассу на базе Android. Сегодня мы предлагаем гораздо больше: смарт-терминалы, облачные сервисы, ПО для товарного учета и собственный маркетплейс приложений, который насчитывает более тысячи решений для самых разных задач бизнеса. Наши клиенты — это более миллиона предпринимателей по всей стране: от небольших кофеен и фудтраков до розничных сетей и интернет-магазинов. Каждый четвертый бизнес в стране выбирает «Эвотор» для автоматизации своего дела. Мы предлагаем: Трудоустройство по ТК РФ с первого рабочего дня. График 5/2 с гибким началом дня, удаленный или гибридный формат работы. Новый офис на Таганской. Современную технику. ДМС после испытательного срока. Бесплатную подписку СберПрайм+ и доступ к сервисам экосистемы: Okko, СберМобайл, СберЗвук и другие. 3 дополнительных оплачиваемых выходных дня в год. Насыщенную корпоративную жизнь (марафоны, корпоративы, квесты и многое другое). Задачи: Разработка и поддержка сервисов на Python. Интеграция и дообучение ML-моделей: WhisperX, GigaChat, T2 Pro, OpenAI/Qwen. Работа с базами данных: PostgreSQL, MySQL, Oracle, ClickHouse. Построение пайплайнов подготовки данных и дообучения моделей. Написание скриптов и сервисов для автоматизации бизнес-задач. Участие в код-ревью, тестировании и работе с CI/CD. Требования: Уверенное знание Python 3 и опыт коммерческой разработки на Python. Опыт разработки REST API на FastAPI: маршруты, зависимости, Pydantic, асинхронность, интеграция с базами данных через SQLAlchemy или другую ORM, обработка запросов и ответов. Опыт документирования API через Swagger/OpenAPI. Опыт работы с базами данных и SQL: PostgreSQL, MySQL, Oracle и ClickHouse. Уверенное владение Git. Опыт работы с Docker и базовый опыт работы с Kubernetes. Опыт интеграции с AI/LLM-моделями через API: OpenAI, GigaChat, Qwen, WhisperX, T2 Pro и аналоги. Опыт локального запуска и дообучения моделей (fine-tuning), включая LoRA и другие методы. Опыт разработки сервисов для анализа данных и автоматизации процессов. Будет плюсом: Опыт разработки на Django: модели, шаблоны, формы, аутентификация, админ-панель. Опыт работы в Linux: командная строка, настройка окружения, пакетные менеджеры. Базовые знания HTML и шаблонизаторов Django/FastAPI, понимание JavaScript, TypeScript и React. Понимание принципов проектирования баз данных, нормализации, индексов и оптимизации запросов. Понимание базовых принципов безопасности веб-приложений. Опыт написания модульных и интеграционных тестов. Умение читать техническую документацию на английском языке. Знание гибких методологий разработки, например, Agile или Scrum. Присоединяйтесь к команде, создающей технологии, которые вы видите вокруг себя каждый день!"
1,"Data Engineer / AI Prototyping (LLM, RAG)",USETECH,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/137329721?query=ML&hhtmFrom=vacancy_search_list,"Юзтех – группа аккредитованных ИТ-компаний полного цикла разработки с многолетней экспертизой в передовых технологиях: DWH, BigData, AI/ ML , Blockchain, BI, предиктивная аналитика, цифровые двойники производства и рисков. ГК Юзтех является технологическим партнером таких компаний, как Mail.ru, 2Gis, НЛМК, Еврохим, ГоИнвест, Альфа-Банк, Сбер, ВТБ, МКБ, Самолет, Х5 retail Group, Газпромнефть, Леруа Мерлен, Ситилинк, Ланит, IBS. Также, ГК разрабатывает собственные ИТ-продукты (Юзбас, Октопус, Тил Эйчар) и флагманские проекты, которыми пользуется 70% населения страны. Сфера: Ищем Data Engineer для работы над AI-ассистентом и прототипирования решений на базе корпоративных данных. Основной фокус — подготовка и интеграция данных, создание PoC, работа с API и SQL, подготовка контекста для RAG/retrieval и автоматизация оценки качества AI-решений. Задачи: Собирать, очищать, нормализовывать и объединять данные из корпоративных источников. Разрабатывать PoC и прототипы для проверки продуктовых и технических гипотез. Интегрировать данные через API, SQL, файловые источники и внутренние системы. Готовить данные для RAG/retrieval и тестировать качество поиска и контекста. Формировать golden dataset и regression-наборы для проверки AI-ассистента. Автоматизировать массовый прогон сценариев и оценку результатов. Разрабатывать метрики качества retrieval, полноты, корректности и hallucinations. Анализировать ошибки AI-ассистента и определять их источник: данные, retrieval, контекст, prompts или логика. Передавать проверенные прототипы и технические требования команде промышленной разработки. Мы ожидаем: Опыт в Data Engineering, автоматизации или разработке аналитических решений от 3 лет. Уверенный Python и SQL, опыт обработки и преобразования данных. Опыт работы с API, JSON, ETL/ELT и интеграцией различных источников. Понимание DWH, моделей данных и Data Quality. Опыт быстрого создания PoC и технических прототипов. Понимание принципов LLM, RAG, retrieval и embeddings. Опыт подготовки датасетов и автоматизации проверок будет преимуществом. Самостоятельность в исследовании источников данных и поиске технических решений. Мы предлагаем: Карьерную и профессиональную возможность в стабильной, аккредитованной ИТ-компании; Расширенный полис ДМС со стоматологией, корпоративный психолог; Необходимую технику для комфортной работы; Обучение, сертификацию, клуб английского языка; Доступ к Корпоративной библиотеке и к Корпоративному университету; Внутрикорпоративные профильные коммьюнити; Заботу о детях сотрудников: корпоративные скидки, подарки, детские дни; Геймифицированную программу лояльности: поверь, ты будешь восторге от нашего корпоративного магазина; Корпоративную жизнь: мы много работаем и классно отдыхаем."
1,Junior Data Engineer,Сбер. IT,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,Тольятти,https://omsk.hh.ru/vacancy/137428619?query=ML&hhtmFrom=vacancy_search_list,"Ищем инженера данных в команду разметки для машинного обучения. Вам предстоит строить и поддерживать ETL-пайплайны, автоматизирующие движение данных на всех этапах проекта — от получения сырых датасетов от заказчика до финальной отгрузки размеченных результатов аналитикам ML -направления. Если вы хотите развиваться в работе с данными и выстраивать надежную инфраструктуру их поставки, мы обязательно с вами познакомимся. Обязанности разработка и поддержка ETL-процессов разметки данных автоматизация процессов валидации, сбора и конвертации данных, поддержка существующих пайплайнов общение с заказчиком, уточнение технических требований предоставление поддержки внутренним потребителям по техническим вопросам процессов разметки данных. Требования опыт работы - 1+ год в качестве Data Engineer / Data Analyst / ETL Developer уверенное знание основ PostgreSQL умение писать быстрый асинхронный код на python (знание asyncio, pandas, sqlalchemy, apache airflow) знание основных понятий и концепций из области проектирования и построения DWH уверенное понимание работы с терминалом linux. знание git. Будет плюсом: навыки работы с генеративными AI-моделями умение настраивать AI-агентов. Условия комфортный современный офис г. Тольятти, ул Транспортная, 26а возможность перейти на гибридный формат работы ежегодный пересмотр зарплаты и годовая премия корпоративный спортзал и зоны отдыха более 400 образовательных программ СберУниверситета для профессионального и карьерного развития программа адаптации и помощь руководителя на старте расширенный ДМС, льготное страхование для семьи и корпоративная пенсионная программа гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ подписка Прайм с возможностью совместного использования на трёх близких вознаграждение за рекомендацию друзей в команду Сбера."
1,Senior ML-инженер,ООО Live Typing,"240 000–270 000₽за месяц,до вычета налоговОпыт более 6 летМожно удалённоВыплаты: Два раза в месяц",,,₽,True,Опыт более 6 лет,Москва,https://omsk.hh.ru/vacancy/137195734?query=ML&hhtmFrom=vacancy_search_list,"Привет! Мы – компания Лайв Тайпинг. Уже более 14 лет создаём мобильные приложения и веб-сервисы для наших клиентов. Мы сотрудничали с такими известными брендами, как Sephora, ИЛЬ ДЭ БОТЭ, PepsiCo, Samsung, Mastercard. Входим в топ-20 лучших мобильных разработчиков России. Ищем ML -инженера для работы на разнообразных проектах по аутстаф-модели. Ты нам подходишь, если: Ты имеешь 5+ лет опыта разработки ML-решений и вывода моделей в production Уверенно владеешь Python и ML-стеком: NumPy, Pandas, Scikit-learn, PyTorch/TensorFlow Разрабатывал production-ready ML-сервисы и API на Python (FastAPI / Flask) Имеешь опыт полного цикла разработки ML-решений: подготовка данных, обучение, валидация, deployment и мониторинг моделей Знаешь классические ML-алгоритмы, градиентный бустинг, нейронные сети и Transformers Имеешь опыт работы с одним или несколькими направлениями: NLP / LLM / Generative AI Recommendation Systems Computer Vision Predictive Modeling Работал с SQL и хранилищами данных (PostgreSQL, ClickHouse, NoSQL) Имеешь опыт построения ML-пайплайнов и автоматизации экспериментов Будет плюсом: Опыт работы с LLM, RAG, embeddings, vector databases (Qdrant, FAISS, PGVector) Опыт работы с MLflow, DVC, Airflow, Kubeflow или аналогичными MLOps-инструментами Опыт работы с Docker и Kubernetes Опыт работы с облачными платформами AWS, Yandex Cloud, GCP, Azure Опыт работы с Apache Spark / PySpark Преимущества работы с нами: Гибкий график и работа на удалёнке Мы берем на себя все заботы по поиску проекта, общения с заказчиком и оплате Возможность совмещать с другими проектами Возможность взять следующий проект, если нам понравится сотрудничать друг с другом Заботливое сопровождение твоей работы на проекте на всех этапах Буду рада твоему отклику и постараюсь дать обратную связь как можно скорее :) HR Вика"
1,Старший ML-разработчик в VK Видео,"VK, AI VK",Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/137299262?query=ML&hhtmFrom=vacancy_search_list,"Направление фильмов и сериалов в VK Видео отвечает за развитие одних из ключевых сценариев потребления: фильмы, сериалы, детский контент, ТВ-шоу и тематические подборки. Мы хотим сделать эти сценарии удобнее и персональнее для пользователя: помогать находить хороший фильм на вечер, выбирать следующую серию любимого сериала, продолжать просмотр с нужного места и получать релевантные рекомендации без дублей. Мы ищем старшего ML -разработчика, который будет развивать киносериальные рекомендации: анализировать пользовательское поведение, формулировать и проверять гипотезы, развивать матчинг и дедупликацию контента, обучать модели, обеспечивать стабильную работу рантайма, проводить A/B-эксперименты и развивать систему метрик. Что предлагаем Большой масштаб — десятки миллионов пользователей, высоконагруженный рантайм и большие данные Значимую продуктовую зону — фильмы и сериалы являются одним из ключевых драйверов роста вовлечения и TVT Сильную техническую среду — Discovery-платформа, ML -инфраструктура, Java, YTsaurus, быстрый цикл экспериментов Нетривиальные задачи — матчинг тайтлов, дедупликация копий, рекомендации сериалов, подборки, работа с плейлистами и кластерными сущностями Реальное влияние на продукт — возможность влиять не только на модели, но и на качество пользовательских сценариев Задачи Развивать рекомендации для фильмов, сериалов, детского контента, ТВ-шоу и тематических подборок, а также разрабатывать механизмы матчинга и дедупликации контента Обеспечивать стабильную работу ML -решений в высоконагруженном рантайме Проводить A/B-эксперименты и принимать решения на основе данных Взаимодействовать с продуктом, аналитиками, бэкендом и смежными ML -командами Находить точки роста и формулировать продуктовые и ML -гипотезы Требования Вы имеете от трёх лет опыта разработки ML -решений Уверенно пишете код на Python, Java или C++ Работали с ML -системами в условиях высокой нагрузки Умеете работать с продуктовыми метриками и A/B-тестами Готовы брать на себя сложные технические задачи и доводить решения до продакшена Будет плюсом Работали с рекомендательными, поисковыми или рекламными системами Работали с видео, медиа, UGC или стриминговыми продуктами Сталкивались с задачами матчинга и дедупликации контента Имеете опыт оптимизации ML -рантайма и production-инфраструктуры"
1,"Старший математик-разработчик, Базовые ML Модели",Ozon Tech,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/136375417?query=ML&hhtmFrom=vacancy_search_list,"Привет! Это команда Базовых ML Моделей. Мы строим единую систему оценки качества ML -решений в Озоне — от классических моделей до больших языковых моделей. Наша задача — находить лучшие ML -разработки внутри компании, делать их доступными для всех ML -команд и развивать дальше. Мы верим, что вместо параллельной разработки одних и тех же решений в разных командах можно объединить лучшие практики и поднять общий уровень ML во всей компании — а заодно избавить разработчиков от рутины. Команда — часть ML -платформы Озон, где работает много сильных ML - и backend-инженеров и есть серьёзные железные ресурсы для экспериментов с передовыми подходами. Ищем ML -разработчика, который усилит команду и поможет двигать ML в Озоне вперёд. Наш стек Python, PyTorch, transformers, фреймворки для инференса (SGLang, vLLM, Triton), Kubernetes. Вы будете Работать в связке с самыми передовыми ML -командами Озон — поиском, матчингом и другими, где ML находится в основе продукта. Строить бенчмарки для моделей разного класса: LLM (в т.ч. мультимодальные), задачи с LLM-as-a-Judge, модели общего назначения (OCR, ASR, STT), системы семантических эмбеддингов. Реализовывать ML -пайплайны полного цикла — от сбора данных до публикации метрик и деплоя. Развивать саму платформу: мы её первые пользователи, поэтому напрямую влияем на то, как она устроена и куда движется. Нам важно Глубокое понимание ML : классические подходы, нейронные сети (включая современные трансформеры), NLP, CV. Опыт ведения полного цикла ML -исследований: разбор бизнес-требований, постановка задачи и метрик, сбор и подготовка данных, воспроизводимые эксперименты. Уверенная работа с инструментами: PyTorch, transformers, MLflow / ClearML / DVC, Label Studio, Triton / vLLM / SGLang, Airflow. Хороший Python: скрипты, модули, простые REST API. Базовый бэкенд: Docker, Kubernetes, SQL, S3, key-value-хранилища, юнит-тесты, git, понимание CI/CD. Будет плюсом Опыт построения бенчмарков для большого числа моделей. Практический опыт работы с современными LLM. Знание распределённых систем для Big Data: Hadoop, Spark или YT."
