Страница,Вакансия,Работодатель,Зарплата_сырая,Зарплата_мин,Зарплата_макс,Валюта,До_НДФЛ,Опыт_работы,Город,Ссылка,Описание,Описание_cleaned
0,AI/ML Engineer (ML-платформа),"ПАО Банк ПСБ, Бизнес и инфраструктура",Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/134071893?query=ML&hhtmFrom=vacancy_search_list,"Мы Центр Искусственного Интеллекта, создаем новое AI-направление внутри организации и формируем команду, которая будет определять подходы к разработке, внедрению и эксплуатации интеллектуальных решений в масштабе всей компании. Сейчас команда находится на этапе активного роста. Мы строим не только отдельные продукты, но и общую AI-платформу, инженерные практики и технологическую экспертизу, которые станут фундаментом для будущих инициатив. Мы ценим инициативность, самостоятельность и лидерство. Для нас важно не только качественно реализовывать задачи, но и предлагать новые идеи, запускать изменения и брать ответственность за результат. Ключевые задачи: Разрабатывать и внедрять флагманские решения на основе машинного обучения, генеративного AI и больших языковых моделей Исследовать новые подходы и технологии, проводить эксперименты и запускать новые AI-инициативы Участвовать в проектировании AI-продуктов и пользовательских сценариев совместно с бизнесом и продуктовыми командами Доводить решения от прототипа до промышленной эксплуатации Развивать внутренние AI-компетенции, участвовать в формировании инженерных практик и технологических стандартов Выступать экспертом для команд и проектов, помогая находить эффективные способы применения AI-технологий Что важно для нас: Практический опыт работы с большими языковыми моделями и генеративным AI Опыт создания агентных систем, AI Copilot-решений, RAG-систем или других прикладных AI-продуктов Понимание современных подходов к оценке качества AI-систем и работе с ограничениями LLM Опыт разработки и промышленного внедрения ML /AI-решений Понимание полного жизненного цикла AI-продукта — от эксперимента до эксплуатации Опыт проектирования архитектуры AI-систем и интеграции их в корпоративный ландшафт Что предлагаем: Официальное оформление в соответствии с ТК РФ График работы: 9.00-18.00, сокращенный рабочий день по пятницам до 16.45 Конкурентный уровень дохода Доплата к отпуску и больничному листу «Кафетерий льгот»: ДМС для работника и членов семьи, возмещение затрат на отдых, спортивные услуги, покупки на маркетплейсе «ПСБ Маркет» Дополнительные льготы при заключении брака и рождении детей Материальная поддержка в определенных жизненных ситуациях Бесплатная программа поддержки работников: юридические, финансовые и психологические консультации, помощь в бытовых вопросах, автопомощь, корпоративные скидки, профориентация детей работников Возможность профессионального развития и прохождения внутреннего и внешнего профессионального обучения Корпоративная паритетная пенсионная программа",центр искусственный интеллект создавать новый ai-направление внутри организация формировать команда который определять подход разработка внедрение эксплуатация интеллектуальный решение масштаб весь компания команда находиться этап активный рост строить отдельный продукт общий ai-платформа инженерный практика технологический экспертиза который стать фундамент будущий инициатива ценить инициативность самостоятельность лидерство важно качественно реализовывать задача предлагать новый идея запускать изменение брать ответственность результат ключевой задача разрабатывать внедрять флагманский решение основа машинный обучение генеративный ai больший языковой модель исследовать новый подход технология проводить эксперимент запускать новый ai-инициатива участвовать проектирование ai-продукт пользовательский сценарий совместно бизнес продуктовый команда доводить решение прототип промышленный эксплуатация развивать внутренний ai-компетенция участвовать формирование инженерный практика технологический стандарт выступать эксперт команда проект помогать находить эффективный способ применение ai-технология важно практический опыт работа больший языковой модель генеративный ai опыт создание агентный система ai copilot-решение rag-система прикладной ai-продукт понимание современный подход оценка качество ai-система работа ограничение llm опыт разработка промышленный внедрение ml ai-решение понимание полный жизненный цикл ai-продукт эксперимент эксплуатация опыт проектирование архитектура ai-система интеграция корпоративный ландшафт предлагать официальный оформление соответствие тк рф график работа num num сократить рабочий день пятница num num конкурентный уровень доход доплата отпуск больничный лист кафетерий льгота дмс работник член семья возмещение затрата отдых спортивный услуга покупка маркетплейс псб маркет дополнительный льгота заключение брак рождение ребёнок материальный поддержка определённый жизненный ситуация бесплатный программа поддержка работник юридический финансовый психологический консультация помощь бытовой вопрос автопомощь корпоративный скидка профориентация ребёнок работник возможность профессиональный развитие прохождение внутренний внешний профессиональный обучение корпоративный паритетный пенсионный программа
0,Senior ML-инженер,ООО Верме,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/136944040?query=ML&hhtmFrom=vacancy_search_list,"Чем нужно будет заниматься: Цель: Построение прогнозных моделей спроса/предложения, моделей эластичности, оптимизация цены с использованием ML . Ключевые задачи: - Построение прогнозных моделей спроса и предложения - Разработка моделей эластичности и оптимальной цены - Проведение казуальных экспериментов для оценки ценовых изменений. - Создание дашбордов для мониторинга ценовых эффектов. У тебя точно всё получится, если есть: Опыт: 2+ года в прогнозировании временных рядов (ARIMA, Prophet, LSTM) или causal inference. Опыт в Динамическое ценообразование / revenue management. Hard skills: Python, SQL, знание библиотек (Prophet, statsmodels, scikit-learn). Опыт с экономическими метриками. Soft skills: способность коммуницировать сложные модели бизнесу. ​​​​​",нужно заниматься цель построение прогнозный модель спрос предложение модель эластичность оптимизация цена использование ml ключевой задача построение прогнозный модель спрос предложение разработка модель эластичность оптимальный цена проведение казуальный эксперимент оценка ценовый изменение создание дашбордовый мониторинг ценовый эффект точно всё получиться опыт num год прогнозирование временной ряд arima prophet lstm causal inference опыт динамический ценообразование revenue management hard skills python sql знание библиотека prophet statsmodels scikit-learn опыт экономический метрика soft skills способность коммуницировать сложный модель бизнес
0,Старший ML инженер,Альфа-Банк. Центральный офис,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/136354846?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,ML - инженер (Creator),Сбер. IT,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Санкт-Петербург,https://omsk.hh.ru/vacancy/137362866?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,"Senior ML Engineer ""Search""",Okko,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/135325217?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,Senior ML Engineer (Uplift),Okko,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/135325272?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,ML-разработчик,ООО Система Геткурс,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/137123884?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,ML-инженер (Senior),Дром,"от360 000₽за месяц, на рукиОпыт более 6 летМожно удалённоВыплаты: Два раза в месяц",6.0,360000.0,₽,False,Опыт более 6 лет,Новосибирск,https://omsk.hh.ru/vacancy/137346086?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,ML-инженер,EvoAI,"до250 000₽за месяц, до вычета налоговОпыт 3-6 летМожно удалённо",,,₽,True,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/136555508?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,Lead ML Engineer (RecSys),Сбер. IT,Опыт более 6 лет,6.0,,,,Опыт более 6 лет,Москва,https://omsk.hh.ru/vacancy/137362085?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,ML разработчик,СберМаркетинг,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,"Москва, р-н Хорошёвский",https://omsk.hh.ru/vacancy/137310835?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,ML-инженер,ЛАНИТ. Департамент корпоративных систем,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/137311944?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,ML-инженер,Эн+,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Иркутск,https://omsk.hh.ru/vacancy/137305807?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,Системный аналитик (ML-платформа),"ПАО Банк ПСБ, Бизнес и инфраструктура",Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/134071816?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,ML Engineer / Python Developer,Сбер. Data Science,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,Москва,https://omsk.hh.ru/vacancy/137359294?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,Data Scientist (Product ML),Частная компания Citix Ltd.,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,"Алматы, микрорайон Горный Гигант, Жаркентская улица, 3",https://omsk.hh.ru/vacancy/137357894?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,"ML Tech Lead (ML/LLM, AI-агенты для MedTech)",Лучи,Опыт более 6 летМожно удалённо,6.0,,,,Опыт более 6 лет,Москва,https://omsk.hh.ru/vacancy/135703039?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,Сеньор ML/DS Инженер,ROSSKO,"от300 000₽за месяц, на рукиОпыт 3-6 летМожно удалённоВыплаты: Два раза в месяц",,,₽,False,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/136716836?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,ML специалист,ТОО My Startups,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Алматы,https://omsk.hh.ru/vacancy/136336004?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,ML Инженер / Инженер по машинному обучению,ООО Ред Софт,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Санкт-Петербург,https://omsk.hh.ru/vacancy/137394023?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,"Старший математик-разработчик, Базовые ML Модели",Ozon Tech,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/136375417?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,ML- аналитик,ПАО Совкомбанк. ИТ,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,Казань,https://omsk.hh.ru/vacancy/132766519?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,Senior ML Engineer в команду Новостройки,Циан,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/135317937?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,ML/NLP Engineer,ООО Аналитические программные решения,"150 000–250 000₽за месяц, на рукиОпыт 1-3 года",,,₽,False,Опыт 1-3 года,Москва,https://omsk.hh.ru/vacancy/137335170?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,Machine Learning Engineer/Data Scientist (ML/DS),Team.Inno / Фабрика инноваций и решений,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,Минск,https://omsk.hh.ru/vacancy/135324536?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,ML-инженер (LLM),АО ЭДС,"от400 000₽за месяц, на рукиОпыт более 6 летВыплаты: Два раза в месяц",6.0,400000.0,₽,False,Опыт более 6 лет,"Ижевск, р-н Индустриальный",https://omsk.hh.ru/vacancy/137319331?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,ML-инженер (Python · PyTorch · fine-tuning ),ООО Урал Логистика,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,"Москва, р-н Пресненский",https://omsk.hh.ru/vacancy/137151646?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,Senior ML Engineer,ООО BELLISSIMO PIZZA INTERNATIONAL,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,"Ташкент, улица Мудофаачилар, 66/1",https://omsk.hh.ru/vacancy/137190364?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
0,Lead Go Engineer (AI/ML integration and configuration),Valletta.Software,"4 200–4 500$за месяц, до вычета налоговОпыт более 6 летМожно удалённоВыплаты: Раз в месяц",,,$,True,Опыт более 6 лет,Мальта,https://omsk.hh.ru/vacancy/136956846?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
1,ML-инженер,Т-Банк. ИТ. Разработка,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,"Томск, р-н Кировский",https://omsk.hh.ru/vacancy/136292276?query=ML&hhtmFrom=vacancy_search_list,"Мы создаем и применяем AI-технологии для развития финансовой экосистемы Т-Банка, внедряем машинное обучение в продукты и внутренние процессы компании, делаем решения качественнее, безопаснее и удобнее для пользователей, вкладываемся в долгосрочные исследования. Сейчас мы в поисках ML -инженеров, которые привнесут экспертизу и свой вклад в развитие Центра технологий искусственного интеллекта. Наши технологии Диалоговые системы . Обучаем финансового ассистента поддерживать разговор и отвечать на запросы пользователей в чате с поддержкой Компьютерное зрение . Делаем безопасную авторизацию по лицу, оживляем фотографии для реалистичной анимации, распознаем документы и многое другое Рекомендательные системы . Учимся предугадывать желания пользователей, чтобы предлагать им именно то, что нужно Речевые технологии . Автоматизируем голосовое общение между бизнесом и клиентами ML -антифрод . С помощью алгоритмов оберегаем пользователей от мошенников, оперативно замечая подозрительные действия в личном кабинете Предиктивные технологии . Прогнозируем будущее клиентов, чтобы помогать им контролировать финансы. Почему Т-Банк? Делаем жизнь миллионов людей лучше — ассистент Олег, социальная сеть Пульс, персонализированная lifestyle экосистема, предиктивные интерфейсы для finance management Даем возможность как закинуть наработки в прод на миллионы пользователей, так и делать исследования в своей области Развиваем и делимся опытом по всем областям ML : CV, NLP, RecSys, Speech и Time Series. Проводим внутреннием семинары, обсуждаем последние новости AI Есть выстроенные процессы и инфраструктура Т-Банка, но с отсутствием бюрократии больших организаций Фокус внутри компании на разработке в области искусственного интеллекта Есть лаборатория на Физтехе, с которой можно и нужно делать коллаборации Мало легаси и большой impact каждого разработчика Обязанности: Изучение научных статей, генерирование гипотез, постановка экспериментов на их основе и донесение результатов до команды Улучшение качества моделей в различных сценариях Ускорение работы моделей с применением современных методов оптимизации и архитектур Написание воспроизводимого кода, оформление экспериментов в воспроизводимые пайплайны, включающие разметку и обработку данных, обучение моделей и валидацию системы в целом Требования: Опыт разработки моделей машинного обучения с использованием современных DL фреймворков (Tensorflow, Pytorch, Keras, etc) и применения их в продакшене Глубокое понимание принципов работы современных алгоритмов машинного обучения Высокий уровень знания Python Умение декомпозировать задачу в переиспользуемые и тестируемые библиотеки и компоненты Хорошая теоретическая подготовка в областях математики, алгоритмов и структур данных, прикладной статистики Умение самостоятельно изучать научные статьи на английском языке и желание ставить эксперименты на их основе Практические знания Linux, Git, Bash, Docker Мы предлагаем: Оплату участия в топ AI конференциях 2-3 раза в год Работу в офисе. График работы — гибридный Платформу обучения и развития Т-Банк Апгрейд. Курсы, тренинги, вебинары и базы знаний. Поддержка менторов и наставников, помощь в поиске точек роста и карьерном развитии Заботу о здоровье. Оформим полис ДМС со стоматологией и страховку от несчастных случаев. Предложим льготное страхование вашим близким Компенсацию такси и 50% затрат на спорт от стоимости абонемента Компенсацию обедов. А если захотите перекусить, есть кухня с чаем, кофе и фруктами Достойную зарплату — обсудим ее на собеседовании Возможность работы в аккредитованной ИТ-компании",создавать применять ai-технология развитие финансовый экосистема т-банка внедрять машинный обучение продукт внутренний процесс компания делать решение качественный безопасный удобный пользователь вкладываться долгосрочный исследование поиск ml -инженер который привнести экспертиза свой вклад развитие центр технология искусственный интеллект наш технология диалоговый система обучать финансовый ассистент поддерживать разговор отвечать запрос пользователь чат поддержка компьютерный зрение делать безопасный авторизация лицо оживлять фотография реалистичный анимация распознать документ многое рекомендательный система учиться предугадывать желание пользователь предлагать именно нужно речевой технология автоматизировать голосовой общение бизнес клиент ml -антифрод помощь алгоритм оберегать пользователь мошенник оперативно замечать подозрительный действие личный кабинет предиктивный технология прогнозировать будущее клиент помогать контролировать финансы почему т-банк делать жизнь миллион человек хороший ассистент олег социальный сеть пульс персонализировать lifestyle экосистема предиктивный интерфейс finance management давать возможность закинуть наработка прод миллион пользователь делать исследование свой область развивать делиться опыт весь область ml cv nlp recsys speech time series проводить внутренние семинар обсуждать последний новость ai выстроить процесс инфраструктура т-банка отсутствие бюрократия больший организация фокус внутри компания разработка область искусственный интеллект лаборатория физтех который нужно делать коллаборация мало легасить большой impact каждый разработчик обязанность изучение научный стать генерирование гипотеза постановка эксперимент основа донесение результат команда улучшение качество модель различный сценарий ускорение работа модель применение современный метод оптимизация архитектура написание воспроизводить код оформление эксперимент воспроизводить пайплайна включать разметка обработка данные обучение модель валидация система целое требование опыт разработка модель машинный обучение использование современный dl фреймворк tensorflow pytorch keras etc применение продакшен глубокий понимание принцип работа современный алгоритм машинный обучение высокий уровень знание python умение декомпозировать задача переиспользовать тестировать библиотека компонент хороший теоретический подготовка область математика алгоритм структура данные прикладной статистика умение самостоятельно изучать научный статья английский язык желание ставить эксперимент основа практический знание linux git bash docker предлагать оплата участие топ ai конференция год работа офис график работа гибридный платформа обучение развитие т-банк апгрейд курс тренинг вебинар база знание поддержка ментор наставник помощь поиск точка рост карьерный развитие забота здоровье оформить полис дмс стоматология страховка несчастный случай предложить льготный страхование ваш близкие компенсация такси num затрата спорт стоимость абонемент компенсация обед захотеть перекусить кухня чаемый кофе фрукт достойный зарплата обсудить собеседование возможность работа аккредитовать ит-компания
1,Руководитель направления развития AI/ML,ПАО Ростелеком,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,Москва,https://omsk.hh.ru/vacancy/137173594?query=ML&hhtmFrom=vacancy_search_list,"Чем предстоит заниматься: Инициация разработки ИИ-инструментов совместно с блоком ИТ, формирование требований к ИТ-решениям; Контроль реализации задач в части реализации требуемой функциональности; Сбор, обработка, анализ и верификация бизнес-инициатив ( ML , NLP, чат-бот, Генеративный ИИ, Цифровые двойники, Системы принятия решений и т.д.); Детальная проработка инициативы ИИ, проведение технической оценки; Управление ИИ проектами, ведение, реализация, постоянное продвижение технических задач и инициатив; Разработка дорожной карты, определение ключевых метрик и показателей успеха, расчёт и анализ эффектов от внедрений; Организация работы кросс-функциональных команд для реализации проектов в установленные сроки (Бизнес-заказчик, команды Data Science, развития ИС, системного анализа и т.д.). Что мы ждём от Вас: Уверенное владение Python; Понимание основных принципов машинного обучения: обучение моделей, валидация, переобучение, оценка качества; Базовое понимание работы автоматизированных скриптов/пайплайнов и планировщика задач; Опыт работы с Git; Способность самостоятельно разобраться в постановке бизнес-задачи и требованиях к результату; Способность оценить качество ML -решения и понимать, какие метрики подходят для конкретной задачи; Готовность взаимодействовать с бизнес-заказчиками и PM со стороны ИТ; Базовые навыки ведения и контроля проекта. Что мы предлагаем: Работа в Ростелекоме — это официальное оформление и широкий соцпакет, а ещё уникальная среда и комфортная атмосфера для роста в команде профессионалов; Конкурентный и прозрачный совокупный доход: оклад + годовой бонус. Детали обсудим на собеседовании; Пятидневная рабочая неделя с 9.00 до 18:00; Офис, где есть всё необходимое для продуктивной и комфортной работы; Профессиональный рост: реальная возможность получить повышение или горизонтальную ротацию в первый год благодаря опытным коллегам, наставникам и бесплатным консультациям с менторами и карьерными консультантами; Бесплатное обучение: профильные курсы и конференции за счет компании, корпоративный онлайн-университет, электронные библиотеки, митапы и вебинары; Медстраховка после испытательного срока, жилищная и пенсионная программы, дополнительные выплаты (к отпуску, вступлению в брак, рождению ребенка); Насыщенная жизнь внутри компании: спортивные события и турниры, лидерские программы, киберспорт, конкурсы и яркие праздники, волонтерство и благотворительность; Скидки на услуги Ростелекома, выгодные предложения от партнеров: рестораны и магазины, фитнес-центры, банки, отели и базы отдыха.",предстоять заниматься инициация разработка ии-инструмент совместно блок ит формирование требование ит-решение контроль реализация задача часть реализация требовать функциональность сбор обработка анализ верификация бизнес-инициатива ml nlp чат-бот генеративный ия цифровой двойник система принятие решение далее детальный проработка инициатива ия проведение технический оценка управление ия проект ведение реализация постоянный продвижение технический задача инициатива разработка дорожный карта определение ключевой метрика показатель успех расчёт анализ эффект внедрение организация работа кросс-функциональный команда реализация проект установленный срок бизнес-заказчик команда data science развитие иса системный анализ далее ждать уверенный владение python понимание основный принцип машинный обучение обучение модель валидация переобучение оценка качество базовый понимание работа автоматизированный скрипт пайплайн планировщик задача опыт работа git способность самостоятельно разобраться постановка бизнес-задача требование результат способность оценить качество ml -решение понимать метрика подходить конкретный задача готовность взаимодействовать бизнес-заказчик pm сторона ит базовый навык ведение контроль проект предлагать работа ростелеком это официальный оформление широкий соцпакет ещё уникальный среда комфортный атмосфера рост команда профессионал конкурентный прозрачный совокупный доход оклад годовой бонус деталь обсудить собеседование пятидневный рабочий неделя num num num num офис всё необходимый продуктивный комфортный работа профессиональный рост реальный возможность получить повышение горизонтальный ротация первый год благодаря опытный коллега наставник бесплатный консультация ментор карьерный консультант бесплатный обучение профильный курс конференция счёт компания корпоративный онлайн-университет электронный библиотека митапа вебинар медстраховка испытательный срок жилищный пенсионный программа дополнительный выплата отпуск вступление брак рождение ребёнок насыщенный жизнь внутри компания спортивный событие турнир лидерский программа киберспорт конкурс яркий праздник волонтерство благотворительность скидка услуга ростелеком выгодный предложение партнёр ресторан магазин фитнес-центр банк отель база отдых
1,Ведущий разработчик рекомендательной системы / ML-Engineer (Senior),Selecty,"до400 000₽за месяц,на рукиОпыт более 6 летМожно удалённоВыплаты: Два раза в месяц",6.0,400000.0,₽,False,Опыт более 6 лет,Москва,https://omsk.hh.ru/vacancy/137364179?query=ML&hhtmFrom=vacancy_search_list,"Описание вакансии Мы ищем ML-инженера в команду рекомендательных систем в штат крупной компании. Чем предстоит заниматься Поддерживать и улучшать существующие рекомендательные решения Предлагать гипотезы по оптимизации пайплайнов обучения моделей и добавлению новых признаков Решать задачи, возникающие по мере развития продукта Прототипировать новые подходы на dev-сервере с GPU Оценивать метрики качества прототипов Превращать прототипы в production-ready решения и выводить их на A/B-тестирование Что мы ждём 5+ года опыта на позиции DS / MLE/SWE Опыт в домене рекомендаций Знание алгоритмов, структур данных и прикладной статистики Умение самостоятельно решать задачи и контролировать результат Опыт командной разработки Уверенное владение python3, sql, git, bash, docker, spark Опыт работы с базами данных: clickhouse, redis, s3, postgres Опыт в DL Условия Официальное трудоустройство — мы аккредитованная IT-компания (в Москве) Удаленный формат работы Современная рабочая техника, дополнительный монитор и всё необходимое для комфортной работы ДМС со стамотологией Сильная команда",описание вакансия искать ml-инженер команда рекомендательный система штат крупный компания предстоять заниматься поддерживать улучшать существующий рекомендательный решение предлагать гипотеза оптимизация пайплайн обучение модель добавление новый признак решать задача возникать мера развитие продукт прототипировать новый подход dev-сервер gpu оценивать метрика качество прототип превращать прототип production-ready решение выводить a b-тестирование ждать num год опыт позиция ds mle swe опыт домен рекомендация знание алгоритм структура данные прикладной статистика умение самостоятельно решать задача контролировать результат опыт командный разработка уверенный владение pythonnum sql git bash docker spark опыт работа база данные clickhouse redis snum postgres опыт dl условие официальный трудоустройство аккредитовать it-компания москва удалённый формат работа современный рабочий техника дополнительный монитор всё необходимый комфортный работа дмс стамотология сильный команда
