Страница,Вакансия,Работодатель,Зарплата_сырая,Зарплата_мин,Зарплата_макс,Валюта,До_НДФЛ,Опыт_работы,Город,Ссылка,Описание,Описание_cleaned
7,Data Scientist в области рекомендательных систем,Сбер. Data Science,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/137359882?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
7,Наставник по Data Science/аналитике данных,INNOPROG EDUCATION,"от700₽за час, до вычета налоговОпыт 1-3 годаМожно удалённоВыплаты: Раз в месяц",,,₽,True,Опыт 1-3 года,"Иннополис, Университетская улица, 5",https://omsk.hh.ru/vacancy/137434542?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
7,Разработчик системы компьютерного зрения на C++,NVI Solutions LLC,"130 000–240 000₽за месяц, на рукиОпыт 1-3 годаВыплаты: Два раза в месяц",,,₽,False,Опыт 1-3 года,Москва,https://omsk.hh.ru/vacancy/137447090?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
7,"Fullstack Engineer с функцией DevOps на поддержку AI-инфраструктуры (Python, React, nginx + systemd)",Дартс рекрутинг сервисез,"до300 000₽за месяц, на рукиОпыт 3-6 летМожно удалённоВыплаты: Два раза в месяц",,,₽,False,Опыт 3-6 лет,Новосибирск,https://omsk.hh.ru/vacancy/137342015?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
7,"Fullstack Engineer с функцией DevOps на поддержку AI-инфраструктуры (Python, React, nginx + systemd)",Дартс рекрутинг сервисез,"до300 000₽за месяц, на рукиОпыт 3-6 летМожно удалённоВыплаты: Два раза в месяц",,,₽,False,Опыт 3-6 лет,Иркутск,https://omsk.hh.ru/vacancy/137342017?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
7,"Fullstack Engineer с функцией DevOps на поддержку AI-инфраструктуры (Python, React, nginx + systemd)",Дартс рекрутинг сервисез,"до300 000₽за месяц, на рукиОпыт 3-6 летМожно удалённоВыплаты: Два раза в месяц",,,₽,False,Опыт 3-6 лет,Владивосток,https://omsk.hh.ru/vacancy/137342018?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
7,Инженер по компьютерному зрению и машинному обучению (Computer Vision / ML Engineer),АО АТИС,"от150 000₽за месяц, на рукиОпыт 3-6 летВыплаты: Два раза в месяц",,,₽,False,Опыт 3-6 лет,Санкт-Петербург,https://omsk.hh.ru/vacancy/136360585?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
7,Team Lead (АС Диспуты),Сбер. IT,Опыт более 6 лет,6.0,,,,Опыт более 6 лет,Москва,https://omsk.hh.ru/vacancy/137443536?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
7,Руководитель отдела контроля качества,ТОО Armeta KZ,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,"Астана, улица Сыганак, 60/2",https://omsk.hh.ru/vacancy/137437510?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,System Analyst,Aston,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/137443718?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,DevOps \ MLOps,РТК-ЦОД,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/134581617?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,Руководитель проекта (ИИ функции),АО ГК Орбита,"до300 000₽за месяц,до вычета налоговОпыт 3-6 летМожно удалённо",,,₽,True,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/137400546?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,IT Recruiter / Talent Acquisition Specialist,ЧК Nova Vision AI,Опыт 1-3 годаМожно удалённоПодработка,1.0,3.0,,,Опыт 1-3 года,Алматы,https://omsk.hh.ru/vacancy/137172673?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,Инженер по компьютерному зрению,ГК Дамате,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/137379598?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,Руководитель AI-направления / Head AI Engineer,ИП Матузова Олеся Васильевна,Опыт 1-3 годаМожно удалённо,1.0,3.0,,,Опыт 1-3 года,Санкт-Петербург,https://omsk.hh.ru/vacancy/137360910?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,Руководитель проектов внедрения AI,АО ФортеИнвест,Опыт более 6 лет,6.0,,,,Опыт более 6 лет,Москва,https://omsk.hh.ru/vacancy/134231905?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,DevOps-инженер (Middle),ООО ИЦ АЙ-ТЕКО,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/137439057?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,Архитектор платформы машинного обучения,ПАО БАНК УРАЛСИБ,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/132209166?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,Senior QA Engineer,EvoAI,"до300 000₽за месяц,до вычета налоговОпыт более 6 летМожно удалённоВыплаты: Два раза в месяц",6.0,300000.0,₽,True,Опыт более 6 лет,Москва,https://omsk.hh.ru/vacancy/137058764?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,Продуктовый аналитик,Леста Игры,Опыт более 6 лет,6.0,,,,Опыт более 6 лет,Москва,https://omsk.hh.ru/vacancy/137052251?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,Quantitative Researcher,ООО Дубайт,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,Москва,https://omsk.hh.ru/vacancy/133406309?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,Инженер по внедрению ИИ и автоматизации,"Группа компаний «Group4Media», Управляющая компания",Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/137445834?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,"Менеджер по работе с клиентами / Менеджер по продажам IT (WMS, TMS, YMS, MES)",ЕМЕ,"200 000–800 000₽за месяц,до вычета налоговОпыт 1-3 годаВыплаты: Два раза в месяц",,,₽,True,Опыт 1-3 года,"Москва, р-н Сокольники",https://omsk.hh.ru/vacancy/136853350?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,Solution Architect (ГигаЧат Бизнес),ООО Салют для Бизнеса,Опыт более 6 лет,6.0,,,,Опыт более 6 лет,Москва,https://omsk.hh.ru/vacancy/135985906?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,Data Engineer,ООО ИЦ АЙ-ТЕКО,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,Москва,https://omsk.hh.ru/vacancy/137357414?query=ML&hhtmFrom=vacancy_search_list,Не указано,указать
8,Старший разработчик искусственного интеллекта,БУРГЕР КИНГ РОССИЯ,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/137329739?query=ML&hhtmFrom=vacancy_search_list,"Вакансия: Senior Artificial Intelligence Engineer (Фудтех, LLM & AI Agents) О Компании: Мы — ведущая компания в сфере фудтех, где передовые технологии, особенно искусственный интеллект, трансформируют пищевую индустрию. Наши продукты и сервисы меняют правила игры, и современные ML -решения лежат в основе инноваций. Присоединяйтесь, чтобы строить будущее пищевых технологий и оказывать реальное влияние! О Команде: Вы войдете в сильную и сплоченную команду из 12+ профессионалов с экспертизой в аналитике, NLP, ML -инжиниринге и Computer Vision. Вас поддержат коллеги: Data Analysts, Data Engineers, DevOps, DBA и продуктовые команды. Мы активно внедряем генеративный ИИ и создаем интеллектуальные системы. Чем предстоит заниматься: Вы будете ключевым разработчиком наших интеллектуальных систем, создавая продукты и платформы, которые напрямую влияют на клиентский опыт и операционную эффективность. Ваши решения будут использоваться тысячами пользователей и станут основой для будущих инноваций. Основные задачи: Разработка и внедрение LLM-решений: Создание и оптимизация чат-ботов и интеллектуальных агентов на базе LLM. Разработка и развитие внутренней платформы для использования корпоративных LLM-сервисов, в т.ч. агентов Обучение и тонкая настройка (fine-tuning, адаптеры: LoRA, QLoRA) LLM под специфические бизнес-задачи. Интеграция с базами знаний и RAG (Retrieval-Augmented Generation): Разработка и оптимизация систем семантического поиска и извлечения релевантной информации из векторных баз данных (Milvus) и структурированных хранилищ (ClickHouse) по методологии MCP (или аналогичной). Реализация и улучшение RAG-пайплайнов для повышения точности и релевантности ответов LLM. Разработка и поддержка ML -сервисов: Создание высоконагруженных, масштабируемых и надежных API-сервисов для ML -моделей (FastAPI). Интеграция ML -сервисов в бизнес-процессы, включая автоматизацию через инструменты типа n8n. Обеспечение мониторинга, тестирования и эксплуатационной надежности ML -систем. Инжиниринг ML -платформы: Участие в развитии ML инфраструктуры, включая работу с векторными БД, feature stores, системами экспериментирования и мониторинга моделей. Оптимизация процессов обучения и инференса моделей. Наши ожидания (Требования): Опыт работы Machine Learning Engineer / Research Engineer / Data Scientist от 4-х лет, включая опыт на позиции Senior или Team Lead в коммерческих проектах. Обязательные технические навыки: Глубокое знание Python и экосистемы для ML /DL. Экспертный уровень работы с PyTorch (включая TorchScript, distributed training - будет плюсом). Опыт разработки продуктовых веб-сервисов (FastAPI) и понимание принципов REST/gRPC. Практический опыт работы с векторными базами данных (Milvus, Qdrant, FAISS) и OLAP-системами (ClickHouse, BigQuery). Понимание архитектур и практик применения LLM (Prompt Engineering, Fine-Tuning, RAG, Agents), опыт работы с популярными opensource моделями (Llama, Mistral и т.д.). Знание основ MLOps (Docker, Kubernetes, мониторинг, CI/CD для ML ). Уверенное владение SQL. Инженерные и исследовательские навыки: Умение проектировать, реализовывать и доводить до production сложные ML -системы. Способность анализировать и оптимизировать производительность ML -пайплайнов (инференс, обучение). Понимание современных подходов в NLP и Computer Vision. Бизнес-ориентация: Понимание, как ML -решения создают бизнес-ценность. Желателен опыт в e-commerce, маркетинге, автоматизации процессов. Опыт в фудтехе/ритейле — большое преимущество. Коммуникация: Умение ясно доносить сложные технические концепции до кросс-функциональных команд и стейкхолдеров. Опыт взаимодействия с аналитиками, продуктологами и инженерными командами. Будет сильным плюсом: Опыт работы с n8n или аналогичными инструментами автоматизации. Наличие публикаций, выступлений или open-source проектов в области ML /DL/NLP. Мы предлагаем: Работу в динамичной, технологичной и быстрорастущей компании-лидере фудтех рынка. Возможность создавать продукты на острие технологий (LLM, AI Agents) с высоким влиянием на бизнес и пользователей. Профессиональное окружение: сильную команду экспертов ( ML , DA, DE, DevOps) и возможность обучения у лучших. Современный технологический стек: PyTorch, FastAPI, ClickHouse, Milvus, n8n, Airflow. Возможность видеть реальные результаты своего труда в масштабе. Конкурентную оплату труда и социальный пакет. Комфортные условия работы (офис/гибрид/удаленка, сервера, свои LLM для экспериментов). Готовы создавать интеллектуальное будущее еды с помощью AI? Присылайте свое резюме и ссылки на ключевые проекты (GitHub, публикации)! Будем рады знакомству.",вакансия senior artificial intelligence engineer фудтех llm ai agents компания ведущий компания сфера фудтех передовой технология особенно искусственный интеллект трансформировать пищевой индустрия наш продукт сервис менять правило игра современный ml -решение лежать основа инновация присоединяться строить будущее пищевой технология оказывать реальный влияние команда войти сильный сплотить команда num профессионал экспертиза аналитик nlp ml -инжиниринг computer vision поддержать коллега data analysts data engineers devops dba продуктовый команда активно внедрять генеративный ия создавать интеллектуальный система предстоять заниматься ключевой разработчик наш интеллектуальный система создавать продукт платформа который напрямую влиять клиентский опыт операционный эффективность ваш решение использоваться тысяча пользователь стать основа будущий инновация основной задача разработка внедрение llm-решение создание оптимизация чат-бот интеллектуальный агент база llm разработка развитие внутренний платформа использование корпоративный llm-сервис ч агент обучение тонкий настройка fine-tuning адаптер lora qlora llm специфический бизнес-задача интеграция база знание rag retrieval-augmented generation разработка оптимизация система семантический поиск извлечение релевантный информация векторный база данные milvus структурировать хранилище clickhouse методология mcp аналогичный реализация улучшение rag-пайплайн повышение точность релевантность ответ llm разработка поддержка ml -сервис создание высоконагруженный масштабировать надёжный api-сервис ml -модель fastapi интеграция ml -сервис бизнес-процесс включая автоматизация инструмент тип nnumn обеспечение мониторинг тестирование эксплуатационный надёжность ml -система инжиниринг ml -платформа участие развитие ml инфраструктура включая работа векторный бд feature stores система экспериментирование мониторинг модель оптимизация процесс обучение инференс модель наш ожидание требование опыт работа machine learning engineer research engineer data scientist num-й год включая опыт позиция senior team lead коммерческий проект обязательный технический навык глубокий знание python экосистема ml dl экспертный уровень работа pytorch включая torchscript distributed training плюс опыт разработка продуктовый веб-сервис fastapi понимание принцип rest grpc практический опыт работа векторный база данные milvus qdrant faiss olap-система clickhouse bigquery понимание архитектура практика применение llm prompt engineering fine-tuning rag agents опыт работа популярный opensource модель llama mistral далее знание основа mlops docker kubernetes мониторинг ci cd ml уверенный владение sql инженерный исследовательский навык умение проектировать реализовывать доводить production сложный ml -система способность анализировать оптимизировать производительность ml -пайплайн инференс обучение понимание современный подход nlp computer vision бизнес-ориентация понимание ml -решение создавать бизнес-ценность желательный опыт e-commerce маркетинг автоматизация процесс опыт фудтех ритейль большой преимущество коммуникация умение ясно доносить сложный технический концепция кросс-функциональный команда стейкхолдер опыт взаимодействие аналитик продуктолог инженерный команда сильный плюс опыт работа nnumn аналогичный инструмент автоматизация наличие публикация выступление open-source проект область ml dl nlp предлагать работа динамичный технологичный быстрорастущий компания-лидер фудтех рынок возможность создавать продукт остриё технология llm ai agents высокий влияние бизнес пользователь профессиональный окружение сильный команда эксперт ml da de devops возможность обучение хороший современный технологический стек pytorch fastapi clickhouse milvus nnumn airflow возможность видеть реальный результат свой труд масштаб конкурентный оплата труд социальный пакет комфортный условие работа офис гибрид удалёнка сервер свой llm эксперимент готовый создавать интеллектуальный будущее еда помощь ai присылать свой резюме ссылка ключевой проект github публикация рада знакомство
8,Методолог (IT),"ПАО Банк ПСБ, Бизнес и инфраструктура",Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,Москва,https://omsk.hh.ru/vacancy/133911957?query=ML&hhtmFrom=vacancy_search_list,"Ключевые задачи: Создание документов, регламентирующих жизненный цикл ML -моделей на платформе : порядок разработки, тестирования, валидации и утверждения моделей, требования к версионированию данных, кода, конфигураций и артефактов, правила эксплуатации и мониторинга моделей в различных контурах Формализация ролевой модели и разграничения доступа Согласование всех ВНД с необходимыми подразделениями Банка Описание и унификация процессов Разработка шаблонов, чек-листов и регламентов для всех участников (DS-команды, ML -инженеры, администраторы платформы) Методологическая поддержка команд Что важно для нас: Опыт разработки и внедрения ВНД в ИТ Опыт описания процессов разработки и эксплуатации сложных распределённых систем Понимание, как устроен жизненный цикл ML -модели Что предлагаем: График работы: 5/2, с 09.00-18.00, пятница сокращенный день до 16:45 Официальное оформление в соответствии ТК РФ Конкурентный уровень дохода: оклад + премии Медицинская страховка, страховка для выезжающих за границу Доплата к отпуску и больничному листу «Кафетерий льгот»: ДМС для работника и членов семьи, возмещение затрат на отдых, спортивные услуги, покупки на маркетплейсе «ПСБ Маркет» Дополнительные льготы при заключении брака и рождении детей Материальная поддержка в сложных жизненных ситуациях Бесплатная программа поддержки работников: юридические, финансовые и психологические консультации, помощь в бытовых вопросах, автопомощь, корпоративные скидки, профориентация детей работников Возможность профессионального развития и прохождения внутреннего и внешнего профессионального обучения Корпоративная паритетная пенсионная программ",ключевой задача создание документ регламентировать жизненный цикл ml -модель платформа порядок разработка тестирование валидация утверждение модель требование версионирование данные код конфигурация артефакт правило эксплуатация мониторинг модель различный контур формализация ролевый модель разграничение доступ согласование весь внд необходимый подразделение банк описание унификация процесс разработка шаблон чека-лист регламент весь участник ds-команда ml -инженер администратор платформа методологический поддержка команда важно опыт разработка внедрение внд ит опыт описание процесс разработка эксплуатация сложный распределённый система понимание устроенный жизненный цикл ml -модель предлагать график работа num num num num пятница сократить день num num официальный оформление соответствие тк рф конкурентный уровень доход оклад премия медицинский страховка страховка выезжать граница доплата отпуск больничный лист кафетерий льгота дмс работник член семья возмещение затрата отдых спортивный услуга покупка маркетплейс псб маркет дополнительный льгота заключение брак рождение ребёнок материальный поддержка сложный жизненный ситуация бесплатный программа поддержка работник юридический финансовый психологический консультация помощь бытовой вопрос автопомощь корпоративный скидка профориентация ребёнок работник возможность профессиональный развитие прохождение внутренний внешний профессиональный обучение корпоративный паритетный пенсионный программа
8,Лингвист-разработчик,ЦРТ | Группа компаний,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,Санкт-Петербург,https://omsk.hh.ru/vacancy/137419359?query=ML&hhtmFrom=vacancy_search_list,"Мы в поиске лингвист-разработчика в нашу команду. Обязанности: Проектирование и разработка сценариев использования продуктов (пайплайнов с вызовом LLM) Реализация интеграционных сценариев (получение и передача данных в инфосистемы Заказчика) Выявление целей и образа результата внедрения решения Уточнение требований к сценариям автоматизации (RB, ML , LLM+RAG) Верификация соответствия системы требованиям Мониторинг эффективности внедренных решений Создание демо-материалов Разработка пользовательских инструкций и документации Обучение пользователей работе с системой (базовый функционал) Консультирование заказчика по возможностям и ограничениям системы Подготовка отчетности о ходе проектов и достигнутых результатах Требования: Высшее инженерно-техническое/лингвистическое/естественнонаучное образование Опыт программирования JS, Python Опыт участия в проектах по внедрению ПО Грамотный русский язык Интерес к задачам обработки естественного языка Будет преимуществом: Навыки промпт-инжиниринга Навыки работы с регулярными выражениями Навыки работы в консоли linux Базовые навыки работы с системами контроля версий (mercurial/git/subversion) Умение пользоваться командной строкой Опыт создания технических заданий и пользовательских инструкций Навыки составления проектной отчетности Условия: Работа на переднем крае технологий совместно с научной командой; Возможность влиять на архитектуру и развитие системы; Оформление по ТК, ""белая"" заработная плата; Работа в офисе в г. Санкт-Петербурге; ДМС с 1 недели работы; Работу в аккредитованной IT-компании с полагающимися льготами; Корпоративный спорт; Благотворительные и эко-активности; Компенсацию обучения; Все необходимое для работы, комфортный офис и корпоративную технику.",поиск лингвист-разработчик наш команда обязанность проектирование разработка сценарий использование продукт пайплайн вызов llm реализация интеграционный сценарий получение передача данные инфосистема заказчик выявление цель образ результат внедрение решение уточнение требование сценарий автоматизация rb ml llm rag верификация соответствие система требование мониторинг эффективность внедрить решение создание демо-материал разработка пользовательский инструкция документация обучение пользователь работа система базовый функционал консультирование заказчик возможность ограничение система подготовка отчётность ход проект достигнутый результат требование высокий инженерно-технический лингвистический естественнонаучный образование опыт программирование js python опыт участие проект внедрение грамотный русский язык интерес задача обработка естественный язык преимущество навык промпт-инжиниринг навык работа регулярный выражение навык работа консоль linux базовый навык работа система контроль версия mercurial git subversion умение пользоваться командный строка опыт создание технический задание пользовательский инструкция навык составление проектный отчётность условие работа передний край технология совместно научный команда возможность влиять архитектура развитие система оформление тк белый заработный плата работа офис г санкт-петербург дмс num неделя работа работа аккредитовать it-компания полагаться льгота корпоративный спорт благотворительный эко-активность компенсация обучение всё необходимый работа комфортный офис корпоративный техника
8,Teaching Assistant / Teacher / Lecturer in Complex Systems(AI),International Digital University,Опыт 3-6 лет,3.0,6.0,,,Опыт 3-6 лет,"Ташкент, Мирзо-Улугбекский район, улица Аккурган, 31",https://omsk.hh.ru/vacancy/136715570?query=ML&hhtmFrom=vacancy_search_list,"International Digital University Tashkent invites Academicians with a specialization in AI to Join Our Academic Community to teach students of Level 6 Modules: Complex Systems (AI) Qualifications Teaching, Course Development, and Research skills Excellent communication and presentation skills Master's or Ph.D. degree in AI, ML or in the related relevant field Ability to work collaboratively in a team Industry experience Experience in academia or related fields is a plus Fluency in English (additional languages are a plus) Dedication to academic excellence and student success Features: - International working environment; - Part-time/Full-time; - Flexible working hours; - Salary: This will be discussed at the interview. Workload and salary are subject to discussion during the interview. We look forward to welcoming you to our dynamic and growing academic community.",international digital university tashkent invites academicians with a specialization in ai to join our academic community to teach students of level num modules complex systems ai qualifications teaching course development and research skills excellent communication and presentation skills master s or ph d degree in ai ml or in the related relevant field ability to work collaboratively in a team industry experience experience in academia or related fields is a plus fluency in english additional languages are a plus dedication to academic excellence and student success features international working environment part-time full-time flexible working hours salary this will be discussed at the interview workload and salary are subject to discussion during the interview we look forward to welcoming you to our dynamic and growing academic community
8,Junior Data Engineer,Сбер. IT,Опыт 1-3 года,1.0,3.0,,,Опыт 1-3 года,Тольятти,https://omsk.hh.ru/vacancy/137428619?query=ML&hhtmFrom=vacancy_search_list,"Ищем инженера данных в команду разметки для машинного обучения. Вам предстоит строить и поддерживать ETL-пайплайны, автоматизирующие движение данных на всех этапах проекта — от получения сырых датасетов от заказчика до финальной отгрузки размеченных результатов аналитикам ML -направления. Если вы хотите развиваться в работе с данными и выстраивать надежную инфраструктуру их поставки, мы обязательно с вами познакомимся. Обязанности разработка и поддержка ETL-процессов разметки данных автоматизация процессов валидации, сбора и конвертации данных, поддержка существующих пайплайнов общение с заказчиком, уточнение технических требований предоставление поддержки внутренним потребителям по техническим вопросам процессов разметки данных. Требования опыт работы - 1+ год в качестве Data Engineer / Data Analyst / ETL Developer уверенное знание основ PostgreSQL умение писать быстрый асинхронный код на python (знание asyncio, pandas, sqlalchemy, apache airflow) знание основных понятий и концепций из области проектирования и построения DWH уверенное понимание работы с терминалом linux. знание git. Будет плюсом: навыки работы с генеративными AI-моделями умение настраивать AI-агентов. Условия комфортный современный офис г. Тольятти, ул Транспортная, 26а возможность перейти на гибридный формат работы ежегодный пересмотр зарплаты и годовая премия корпоративный спортзал и зоны отдыха более 400 образовательных программ СберУниверситета для профессионального и карьерного развития программа адаптации и помощь руководителя на старте расширенный ДМС, льготное страхование для семьи и корпоративная пенсионная программа гибкий дисконт по ипотечному кредиту, равный 1/3 ключевой ставки ЦБ подписка Прайм с возможностью совместного использования на трёх близких вознаграждение за рекомендацию друзей в команду Сбера.",искать инженер данные команда разметка машинный обучение предстоять строить поддерживать etl-пайплайна автоматизировать движение данные весь этап проект получение сырой датасет заказчик финальный отгрузка разметить результат аналитик ml -направление хотеть развиваться работа данные выстраивать надёжный инфраструктура поставка обязательно познакомиться обязанность разработка поддержка etl-процесс разметка данные автоматизация процесс валидация сбор конвертация данные поддержка существующий пайплайн общение заказчик уточнение технический требование предоставление поддержка внутренний потребитель технический вопрос процесс разметка данные требование опыт работа num год качество data engineer data analyst etl developer уверенный знание основа postgresql умение писать быстрый асинхронный код python знание asyncio pandas sqlalchemy apache airflow знание основный понятие концепция область проектирование построение dwh уверенный понимание работа терминал linux знание git плюс навык работа генеративный ai-модель умение настраивать ai-агент условие комфортный современный офис г тольятти ул транспортный num возможность перейти гибридный формат работа ежегодный пересмотр зарплата годовой премия корпоративный спортзал зона отдых num образовательный программа сберуниверситет профессиональный карьерный развитие программа адаптация помощь руководитель старт расширить дмс льготный страхование семья корпоративный пенсионный программа гибкий дисконт ипотечный кредит равный num num ключевой ставка цб подписка прайма возможность совместный использование близкий вознаграждение рекомендация друг команда сбер
8,Senior Data Scientist (RecSys only),Ecom.tech,Опыт 3-6 летМожно удалённо,3.0,6.0,,,Опыт 3-6 лет,Москва,https://omsk.hh.ru/vacancy/137311666?query=ML&hhtmFrom=vacancy_search_list,"Описание продукта: Ты будешь заниматься развитием рекомендательных алгоритмов для Самоката, участвовать в полном цикле разработки ml моделей от исследований до внедрения в продакшн, держа фокус на реальную пользу бизнесу и рост выручки компании. Это роль с прямым влиянием на пользовательский опыт: результаты работы команды реально меняют то, что видят пользователи в продукте, и помогают улучшать качество рекомендаций. Обязательные навыки: -Уверенные знания по Python и SQL -Сильные знания по ML и DL -АБ тесты Желательные навыки: Очень приветствуется интерес к современным подходам в рекомендациях и ML . Задачи: -Улучшать текущие и разработка новых моделей для рекомендаций -Исследовать современные подходы -Продуктивизировать и отвечать за разработанные алгоритмы.",описание продукт заниматься развитие рекомендательный алгоритм самокат участвовать полный цикл разработка ml модель исследование внедрение продакшн держать фокус реальный польза бизнес рост выручка компания это роль прямой влияние пользовательский опыт результат работа команда реально менять видеть пользователь продукт помогать улучшать качество рекомендация обязательный навык уверенный знание python sql -сильный знание ml dl -аб тест желательный навык очень приветствоваться интерес современный подход рекомендация ml задача улучшать текущий разработка новый модель рекомендация -исследовать современный подход -продуктивизировать отвечать разработать алгоритм
